                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.55369,                0.39995,                 1.2611,                0.93316,                0.78947,                0.85511,                0.65237,                 1.0761,                0.70366,                 1.8658,             8.1191e-05,             8.1191e-05,             8.1191e-05
                    144,                0.54583,                0.37275,                 1.2902,                 0.9902,                0.78947,                0.85686,                 0.6611,                 1.0472,                0.71062,                 1.8448,             7.4642e-05,             7.4642e-05,             7.4642e-05
                    145,                0.54919,                0.36059,                 1.2534,                0.98945,                0.78947,                0.85614,                 0.6491,                 1.0377,                 0.7156,                 1.8412,             6.8454e-05,             6.8454e-05,             6.8454e-05
                    146,                0.58997,                0.38286,                 1.3105,                0.98974,                0.78947,                0.85724,                0.65623,                 1.0338,                 0.7298,                 1.8435,             6.2629e-05,             6.2629e-05,             6.2629e-05
                    147,                0.55538,                0.38918,                   1.31,                0.99049,                0.78947,                0.85724,                0.65109,                 1.0219,                0.71108,                  1.821,             5.7169e-05,             5.7169e-05,             5.7169e-05
                    148,                0.56676,                0.37823,                 1.2732,                0.98897,                0.78947,                0.85686,                0.65229,                 1.0235,                0.68946,                 1.8168,             5.2077e-05,             5.2077e-05,             5.2077e-05
                    149,                0.57456,                0.39549,                 1.3061,                0.98831,                0.78947,                0.85937,                0.64527,                  1.031,                0.69089,                 1.8367,             4.7354e-05,             4.7354e-05,             4.7354e-05
                    150,                0.52413,                 0.3594,                 1.2462,                0.99096,                0.78947,                0.85202,                0.65341,                 1.0288,                0.69229,                 1.8224,             4.3002e-05,             4.3002e-05,             4.3002e-05
                    151,                0.52594,                 0.3644,                 1.2728,                0.99219,                0.78947,                0.85985,                0.65859,                 1.0241,                0.69362,                 1.8194,             3.9023e-05,             3.9023e-05,             3.9023e-05
                    152,                0.54352,                0.38654,                 1.2895,                0.99185,                0.78947,                0.85684,                 0.6655,                  1.028,                0.67437,                 1.8229,             3.5418e-05,             3.5418e-05,             3.5418e-05
                    153,                0.53958,                0.36773,                 1.2853,                0.99094,                0.78947,                0.85115,                0.65284,                 1.0269,                0.68684,                 1.8179,             3.2189e-05,             3.2189e-05,             3.2189e-05
                    154,                0.53771,                0.39875,                  1.271,                0.99169,                0.78947,                0.84884,                 0.6613,                 1.0219,                0.68936,                 1.8172,             2.9336e-05,             2.9336e-05,             2.9336e-05
                    155,                0.52367,                0.37833,                  1.247,                 0.9902,                0.78947,                0.84845,                0.66523,                 1.0221,                0.67604,                 1.8204,             2.6862e-05,             2.6862e-05,             2.6862e-05
                    156,                0.49346,                0.35869,                 1.2262,                0.98877,                0.78947,                0.85366,                0.66965,                 1.0216,                0.67494,                  1.813,             2.4767e-05,             2.4767e-05,             2.4767e-05
                    157,                0.55516,                 0.3627,                 1.3131,                0.98924,                0.78947,                0.85323,                0.66114,                 1.0192,                0.68445,                 1.8158,             2.3052e-05,             2.3052e-05,             2.3052e-05
                    158,                 0.5511,                0.36604,                 1.2795,                0.98932,                0.78947,                0.85035,                0.66796,                 1.0191,                0.68453,                 1.8199,             2.1717e-05,             2.1717e-05,             2.1717e-05
                    159,                0.55344,                0.37201,                 1.2675,                0.92943,                0.78947,                0.83908,                0.64936,                 1.0186,                 0.6998,                 1.8245,             2.0763e-05,             2.0763e-05,             2.0763e-05
                    160,                0.57125,                0.37927,                 1.2679,                0.99044,                0.78947,                0.85035,                0.66874,                 1.0405,                0.71625,                 1.8359,             2.0191e-05,             2.0191e-05,             2.0191e-05
